,DATE,STEP,NPD_WELL_BORE_NAME,BTHP,BTHT,DP,CS,WHP,WHT,OIL,GAS,WATER
0,2009-01-30,353,15/9-F-14,257.442240625,105.33919104166667,163.29458625,35.29881708333333,94.147654375,73.61644291666667,4535.43,649388.07,298.19
1,2009-02-11,365,15/9-F-14,261.4812327083333,105.36479895833334,164.35207083333333,34.69769291666667,97.129161875,80.2372,4379.88,629307.34,143.54
2,2009-02-20,374,15/9-F-14,264.38600145833334,105.41087270833333,166.21405729166668,34.779443125,98.17194416666666,78.439750625,4509.07,638750.17,108.74
3,2009-02-22,376,15/9-F-14,266.70908625,105.395959375,166.27352895833334,34.05479166666667,100.43555729166667,80.12176895833333,4319.02,612912.62,106.6
4,2009-02-23,377,15/9-F-14,266.66713708333333,105.41051645833333,166.51305895833335,34.39536270833333,100.154078125,81.01014458333333,4417.66,625514.01,117.37
5,2009-02-25,379,15/9-F-14,269.70640503815724,105.35789689455667,166.92603957448563,31.054527555555556,102.78036546367161,76.54455552732655,3226.61,460948.01,118.99
6,2009-02-26,380,15/9-F-14,268.3431391666667,105.427655625,167.28479604166668,34.310338125,101.058343125,80.42018354166666,4411.9,628668.27,134.19
7,2009-02-27,381,15/9-F-14,268.747546875,105.43754020833333,167.40175041666666,34.307170416666665,101.34579645833334,81.079165,4376.91,625510.25,152.76
8,2009-02-28,382,15/9-F-14,269.144045625,105.443265625,167.85080354166666,34.280672083333336,101.29324208333334,78.11803208333333,4417.91,626562.21,106.72
9,2009-03-01,383,15/9-F-14,269.55958645833334,105.449826875,167.92766479166667,34.31704895833333,101.63192166666667,79.097096875,4396.74,628354.12,155.97
10,2009-03-02,384,15/9-F-14,270.0015425,105.45504541666666,168.02475479166668,34.236873958333334,101.97678770833333,80.542516875,4381.09,623678.16,163.39
11,2009-03-07,389,15/9-F-14,281.30456645833334,105.22121333333334,166.24339104166665,24.944216875,115.06117541666667,73.90295666666667,2208.96,316638.28,104.01
12,2009-03-11,393,15/9-F-14,273.07673727639633,105.14198352963615,166.6351346088078,25.032403684210525,106.44160266758853,64.77656301292072,1185.05,165437.35,174.74
13,2009-03-24,406,15/9-F-14,242.67745770833332,105.20206520833334,159.25715875,36.767805,83.42029895833333,79.94175041666666,4379.47,611263.11,207.66
14,2009-05-14,457,15/9-F-14,222.22633875,105.19342229166666,153.78200604166668,41.271789375,68.44433270833333,79.99961,4211.25,576830.95,104.06
15,2009-05-16,459,15/9-F-14,222.99936729166666,105.21656875,154.261685,41.286305625,68.73768229166667,77.50533520833334,4237.94,583860.51,104.19
16,2009-05-17,460,15/9-F-14,223.10107020833334,105.23460541666667,154.58998291666666,41.334533125,68.51108729166667,75.12216604166667,4244.23,585468.54,104.3
17,2009-05-18,461,15/9-F-14,223.2921725,105.25352145833334,154.63930958333333,41.32717041666667,68.65286291666666,78.64054333333333,3759.11,519316.88,127.1
18,2009-05-19,462,15/9-F-14,223.37083229166666,105.26895729166667,154.79146729166666,41.32175625,68.579365,79.49497895833333,3967.32,548750.04,110.41
19,2009-05-20,463,15/9-F-14,223.581745625,105.28575291666667,155.00404979166666,41.306411875,68.57769583333334,80.52795833333333,3972.97,548982.34,148.53
20,2009-05-21,464,15/9-F-14,223.789333125,105.30345354166667,155.309765,41.330418125,68.479568125,80.94447166666667,3994.95,550388.29,153.09
21,2009-05-22,465,15/9-F-14,223.49512125,105.32679208333333,155.73165104166668,41.94327104166667,67.76347020833333,81.67156333333334,4063.22,557964.5,190.35
22,2009-05-23,466,15/9-F-14,223.556181875,105.348455,156.21049666666667,42.319341875,67.34568520833334,81.596814375,4123.37,565775.96,192.65
23,2009-05-24,467,15/9-F-14,223.96805,105.36344770833334,156.539793125,42.26144479166667,67.428256875,81.36145083333334,4136.45,567519.04,208.58
24,2009-05-25,468,15/9-F-14,225.18591083333334,105.36983541666666,156.76827,41.404428125,68.41764083333334,80.74812083333333,4030.16,554095.56,219.01
25,2009-05-26,469,15/9-F-14,225.61826895833335,105.380870625,157.17115958333332,41.324209375,68.447109375,79.74271354166666,4024.79,552634.43,230.64
26,2009-05-27,470,15/9-F-14,226.01568354166668,105.39355291666666,157.377558125,41.3015175,68.63812541666667,80.521449375,4028.53,553345.93,259.77
27,2009-05-28,471,15/9-F-14,226.489223125,105.40379520833334,157.67623854166666,41.256096041666666,68.81298458333333,81.61455645833334,4023.55,553235.27,287.96
28,2009-05-29,472,15/9-F-14,229.91302270833333,105.377715625,157.566890625,38.44231479166667,72.34613208333333,79.15520291666667,3653.89,522179.16,252.35
29,2009-05-30,473,15/9-F-14,230.22538354166667,105.35322458333333,157.225119375,37.791156666666666,73.00026416666667,80.52630041666667,3496.61,482178.75,279.22
